feature_name,feature_group
Fp1_Fp2_std_mean_diff,asymmetry
Fp1_Fp2_hjorth_mobility_mean_diff,asymmetry
F3_F4_theta_rel_mean_diff,asymmetry
F3_F4_alpha_rel_mean_diff,asymmetry
F3_F4_beta_rel_mean_diff,asymmetry
F3_F4_theta_beta_ratio_mean_diff,asymmetry
F3_F4_std_mean_diff,asymmetry
F3_F4_hjorth_mobility_mean_diff,asymmetry
F7_F8_theta_rel_mean_diff,asymmetry
F7_F8_alpha_rel_mean_diff,asymmetry
F7_F8_beta_rel_mean_diff,asymmetry
F7_F8_theta_beta_ratio_mean_diff,asymmetry
F7_F8_std_mean_diff,asymmetry
F7_F8_hjorth_mobility_mean_diff,asymmetry
C3_C4_theta_rel_mean_diff,asymmetry
C3_C4_alpha_rel_mean_diff,asymmetry
C3_C4_beta_rel_mean_diff,asymmetry
C3_C4_theta_beta_ratio_mean_diff,asymmetry
C3_C4_std_mean_diff,asymmetry
C3_C4_hjorth_mobility_mean_diff,asymmetry
P3_P4_theta_rel_mean_diff,asymmetry
P3_P4_alpha_rel_mean_diff,asymmetry
P3_P4_beta_rel_mean_diff,asymmetry
P3_P4_theta_beta_ratio_mean_diff,asymmetry
P3_P4_std_mean_diff,asymmetry
P3_P4_hjorth_mobility_mean_diff,asymmetry
P7_P8_theta_rel_mean_diff,asymmetry
P7_P8_alpha_rel_mean_diff,asymmetry
P7_P8_beta_rel_mean_diff,asymmetry
P7_P8_theta_beta_ratio_mean_diff,asymmetry
P7_P8_std_mean_diff,asymmetry
P7_P8_hjorth_mobility_mean_diff,asymmetry
O1_O2_theta_rel_mean_diff,asymmetry
O1_O2_alpha_rel_mean_diff,asymmetry
O1_O2_beta_rel_mean_diff,asymmetry
O1_O2_theta_beta_ratio_mean_diff,asymmetry
O1_O2_std_mean_diff,asymmetry
O1_O2_hjorth_mobility_mean_diff,asymmetry
T7_T8_theta_rel_mean_diff,asymmetry
T7_T8_alpha_rel_mean_diff,asymmetry
T7_T8_beta_rel_mean_diff,asymmetry
T7_T8_theta_beta_ratio_mean_diff,asymmetry
T7_T8_std_mean_diff,asymmetry
T7_T8_hjorth_mobility_mean_diff,asymmetry
